course;number;created_at;hiragana;katakana;kanji;kana;german;pos;key;updated_at
A1.2;6;2019-11-21;;;;<ruby><rb>着</rb><rt>き</rt></ruby><ruby><rb>物</rb><rt>もの</rt></ruby>;Kimono;名;;2020-01-19
A1.2;6;2019-11-21;;;;<ruby><rb>卵</rb><rt>たまご</rt></ruby>;Ei;名;;2020-01-19
A1.2;6;2019-11-21;;;;<ruby><rb>醤</rb><rt>しょう</rt></ruby><ruby><rb>油</rb><rt>ゆ</rt></ruby>;Sojasoße;名;;2020-01-19
A1.2;6;2019-11-21;;;;ソース;Soße;名;;2020-01-19
A1.2;9;2019-12-12;;;;ご<ruby><rb>飯</rb><rt>はん</rt></ruby>;gekochter Reis / Mahlzeit;名;;2020-01-19
A1.2;9;2019-12-12;;;;<ruby><rb>机</rb><rt>つけい</rt></ruby>;Tisch;名;;2020-01-19
A1.2;9;2019-12-12;;;;<ruby><rb>椅</rb><rt>い</rt></ruby><ruby><rb>子</rb><rt>す</rt></ruby>;Stuhl;名;;2020-01-19
A1.2;9;2019-12-12;;;;<ruby><rb>家</rb><rt>うち</rt></ruby>・<ruby><rb>家</rb><rt>いえ</rt></ruby>;Haus / zu Hause;名;;2020-01-19
A1.2;9;2019-12-12;;;;<ruby><rb>趣</rb><rt>しゅ</rt></ruby><ruby><rb>味</rb><rt>み</rt></ruby>;Hobby;名;;2020-01-19
A1.2;9;2019-12-12;;;;じようば;Reiten;名;;
A1.2;9;2019-12-12;;;;でした;Vergangenheitsform von です;副;;2020-01-15
A1.2;9;2019-12-12;;;;<ruby><rb>秘</rb><rt>ひ</rt></ruby><ruby><rb>書</rb><rt>しょ</rt></ruby>;Sekretärin;名;;2020-01-19
A1.2;9;2019-12-12;;;;まえ;vorne / früher;副;;
A1.2;9;2019-12-12;;;;いま;jetzt / heute / zur Zeit;副;;
A1.2;9;2019-12-12;;;;<ruby><rb>音</rb><rt>おん</rt></ruby><ruby><rb>楽</rb><rt>がく</rt></ruby>;Musik;名;;2020-01-19
A1.2;9;2019-12-12;;;;まだ;noch;副;;
A1.2;9;2019-12-12;;;;そう・そうですか;So? / Ist das so? ich verstehe.;文;;2020-01-19
A1.2;9;2019-12-12;;;;ハンス;Hans;名;;
A1.2;9;2019-12-12;;;;ハーバード;Harvard;名;;
A1.2;9;2019-12-12;;;;<ruby><rb>大</rb><rt>だい</rt></ruby><ruby><rb>学</rb><rt>がく</rt></ruby>;Universität / Hochschule;名;;2020-01-19
A1.2;9;2019-12-12;;;;<ruby><rb>大</rb><rt>だい</rt></ruby><ruby><rb>学</rb><rt>がく</rt></ruby><ruby><rb>生</rb><rt>せい</rt></ruby>・<ruby><rb>学</rb><rt>がく</rt></ruby><ruby><rb>生</rb><rt>せい</rt></ruby>;Student;名;;2020-01-19
A1.2;9;2019-12-12;;;;<ruby><rb>日本学</rb><rt>にほんがく</rt></ruby>;Japanologie;名;;2020-01-19
A1.2;9;2019-12-12;;;;しみん<ruby><rb>大</rb><rt>だい</rt></ruby><ruby><rb>学</rb><rt>がく</rt></ruby>;Volkshochschule;名;;2020-01-19
A1.2;9;2019-12-12;;;;<ruby><rb>音</rb><rt>おん</rt></ruby><ruby><rb>大</rb><rt>だい</rt></ruby>;Musikhochschule;名;;2020-01-19
A1.2;11;2020-12-09;;;;を;Objektpartikel;;;
A1.2;11;2020-12-09;;;;<ruby><rb>柔</rb><rt>じゅう</rt></ruby><ruby><rb>道</rb><rt>どう</rt></ruby>;Judo;名;;2020-01-19
A1.2;11;2020-12-09;;;;<ruby><rb>空</rb><rt>から</rt></ruby><ruby><rb>手</rb><rt>て</rt></ruby>;Karate;名;;2020-01-19
A1.2;11;2020-12-09;;;;<ruby><rb>剣</rb><rt>けん</rt></ruby><ruby><rb>道</rb><rt>どう</rt></ruby>;Kendo;名;;2020-01-19
A1.2;11;2020-12-09;どざん;todo;;<ruby><rb>上</rb><rt>のぼ</rt></ruby>る;Bergsteigen;名;;2020-01-19
A1.2;11;2020-12-09;;;;<ruby><rb>水</rb><rt>すい</rt></ruby><ruby><rb>泳</rb><rt>えい</rt></ruby>;Schwimmen;名;;2020-01-19
A1.2;11;2020-12-09;;;;します;tun, machen, treiben, spielen, veranstalten;;;
A1.2;11;2020-12-09;;;;しません;Verneinungsform von します;;;2020-01-15
A1.2;11;2020-12-09;;;;と;und;;;
A1.2;11;2020-12-09;;;;スポーツ;Sport;名;;
A1.2;11;2020-12-09;;;;<ruby><rb>何</rb><rt>なに</rt></ruby>;was;;;2020-01-19
